# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 74648, mean track length: 0.0
55839 3.3830711635741024 2.0375683412517764 0.7697181596253615 0 0 0 1.551906771297379 
55836 3.3259526311560736 2.5089307912852346 0.7772853726799395 98 127 171 1.9865103480895114 
55829 3.9353525933565243 2.67427843955452 0.7967211383485933 132 136 140 2.0892545772688296 
55823 3.6611387896187533 2.6052072777541713 0.8080009801171055 104 109 116 1.7164787135983208 
55819 3.4448509467065627 2.466481688210057 0.7774413456706222 147 135 65 1.3464026486294287 
55815 3.6762631845331506 2.698842778914279 0.7920368508638416 72 79 80 1.3256661957176112 
55810 3.401061630976924 2.1983172426307904 0.826549607053742 69 80 95 0.8736157523918039 
55800 4.685681850495871 2.9907418333055142 0.26251131006206263 108 112 113 2.027535606765926 
55799 3.7105832393176037 2.349868793137621 0.7931040853441601 185 171 145 2.5511419074521284 
55798 3.3490958874759897 2.836239847486014 0.06550829534553149 32 41 48 1.3182307238461048 
55792 4.781911928217712 2.7649267817815244 0.19863545287654283 122 126 127 1.5942462171283365 
55790 3.447733375147631 2.9604904058394084 0.06407244136855383 38 47 54 0.9286605363278588 
55789 3.725888377369222 2.985317422344597 0.06328704518085582 45 54 61 1.7545763942031745 
55788 3.0176874688711357 2.4585559685198333 0.7738249769476248 220 205 199 1.0999443081421458 
55787 3.1297424645666063 2.5670863939656483 0.7697869829305368 200 197 182 0.13247141341693108 
55786 3.144039687647534 2.54079533380487 0.7776476496040967 27 32 28 0.8339110399037599 
55785 3.1527160319283674 2.5113193301357533 0.7739722364511162 109 104 100 0.9313231706264102 
55783 3.328173180334082 2.615964277203883 0.7753072327802841 198 187 167 1.4679496459554957 
55782 3.321636534382783 2.5952261276851596 0.7853156482396356 219 227 246 0.7334925419933929 
55780 4.5176156770363445 2.6840454928699433 0.06518311374852281 32 42 51 2.410170335338787 
55779 3.3601165566024966 2.0384624272087906 0.7785200759568706 0 0 0 0.903427995948647 
55778 3.756945635880756 2.2353418714756406 0.8030088697402064 59 23 33 0.5126034379090331 
55773 3.6606119522480842 3.0708783241069093 0.06400605293693284 71 80 87 1.4962293850027006 
55772 3.58324323558547 2.882676072964908 0.06353615702397009 67 76 83 1.4409040953246077 
55770 3.75271314670495 3.108583401545561 0.06453167482907873 46 55 62 1.1290366277675898 
55765 3.24435477146384 2.642955290404797 0.779168429948032 225 226 244 1.0022684723166677 
55759 3.666148237407933 2.462744898581878 0.8046902149493157 7 12 16 1.7450949028985563 
55758 3.9218445162596094 2.6663880743971413 0.7927387183922705 129 139 151 0.35700228556287666 
55756 3.475902887115473 2.981101985757011 0.0681515072739236 73 82 89 0.9175265342903265 
55755 3.546842101262692 3.017582841493481 0.10346506384210108 47 56 63 0.1108526844086622 
55754 3.4561121197001583 2.8095377325621826 0.06821347950472934 29 38 45 0.4913495469839472 
55750 3.5945757734970707 2.9001882487722006 0.05417648228579863 39 48 55 0.9035349232553335 
55749 3.761152524335798 2.9885581216211077 0.05994867073579946 49 58 65 2.4102416990516797 
55743 3.280200339739891 2.506110646279541 0.7724984308238588 3 16 32 1.6098388352909554 
55741 4.05074524454914 3.0314039808602757 0.5915029259486474 9 18 23 0.45552144430544034 
55738 3.6916850846530944 2.6623718557614517 0.8011434861958382 32 40 51 0.28158653439063375 
55735 3.6529020507695953 2.4522802471796923 0.8199366065508961 178 168 158 1.446078377656323 
55734 4.00351287860128 2.6643967566585784 0.8118305714159306 0 0 0 0.43733548376137543 
55731 3.5006512245207255 2.9835705547140647 0.07279190092270271 42 51 58 1.843287419698113 
55730 3.8082646726577725 2.977819039516091 -0.4684658954138141 72 81 88 1.1691714646612241 
55729 3.572319709179899 2.9625851204228986 0.06659482938952821 45 54 61 0.791943367607488 
55728 3.6929555299910244 3.0069837470043135 0.06758864206723714 38 47 54 0.8429301340553571 
55722 3.1504437598573785 2.505963778216338 0.782265534487137 221 213 210 0.5759817443848907 
55717 3.3111916094318805 2.476827691984546 0.7903705669641693 18 45 92 1.325549494707731 
55715 4.636019305886656 2.7209321604160213 0.08839340130840911 1 11 21 1.4619210524552646 
55713 3.34641205820472 2.2789261678223793 0.7900373080538922 194 203 211 1.2873953782940772 
55711 4.092225272109322 2.9688842018282537 0.6896003743119093 84 91 101 0.23844412450138835 
55709 4.093333128555109 2.952868901378973 0.6882441661194982 65 72 82 1.2730632570069411 
55697 3.760029557106855 2.1263191410521083 0.7674195835182475 118 109 104 1.4091297750388838 
55695 3.491103430821558 2.938203878802432 0.06828718064232797 74 83 90 0.42017174784174127 
55691 3.7535281074037607 3.1162577408678342 0.06192300180198229 72 81 88 0.869087392342932 
55689 3.2037699844425767 2.6649648284979044 0.77878300357452 182 189 205 0.2529704080979364 
55688 3.2037232982415422 2.6650286512276726 0.778719488874954 182 189 205 0.45507993062784263 
55687 3.9151519749343935 2.911821543588609 0.06837324961293056 91 102 108 0.6730373295687891 
55684 4.153173694576827 2.8379993291849748 0.0671369352781177 67 76 83 0.6208998319318797 
55673 3.568853665013044 2.342144600200792 0.7912097887375692 97 131 126 1.68639297195911 
55672 3.6646626327018077 2.5646921798087545 0.8112056309400324 53 54 56 0.9022299168154254 
55670 3.414294872460996 2.2129751731640934 0.8390890892374772 177 174 183 0.6844329691995126 
55668 3.780710523271367 2.6706151447323085 0.8004330813959291 162 172 182 0.26668033704452726 
55667 3.7468450350297804 2.5825780493952477 0.8103173036764733 23 32 41 0.33395653076094056 
55663 3.3689702441054887 2.2399974201718607 0.9488101950694896 70 79 88 0.8118454243236973 
55657 3.242946884240596 2.6599391385152935 0.7792293756714307 130 137 153 0.568460775875997 
55654 3.4570088650363564 2.47978393369309 0.7910896475075191 152 145 139 1.1820068514808022 
55653 3.4920463288262553 2.4969747881006077 0.8443309886568262 193 189 102 0.8484762690159001 
55652 3.6931345608610444 2.6868241448082606 0.7992055847230607 47 53 65 0.8300567482363334 
55649 3.642404291989132 2.3732959772076603 0.7878408326118845 12 4 0 0.21916654416141243 
55639 4.537904548833192 2.7179910155804685 0.0906329652798481 28 39 43 0.1399477724076351 
55637 3.5752774519313295 2.3319794884388982 0.7911651698329317 99 124 129 0.757388654766451 
55636 3.9825215068007793 2.5570102305431623 0.6641278736372499 83 89 101 2.8355068218987207 
55634 3.4159328163338065 2.1665627800347202 0.8485827275503455 147 151 154 0.13840005594337115 
55618 3.627972954841442 2.0797852670082735 0.8126964906433618 74 87 96 0.14085922016309682 
55617 3.011261464963102 2.771736459606986 0.822538371253606 168 173 179 0.43424066669536887 
55616 4.69136683915006 2.7490466355738494 0.6248766767351523 79 84 90 2.657942783022421 
55614 3.794693420466632 2.4366004653709172 0.8712945658239295 122 123 118 0.30376177763460444 
55613 2.9364993142437807 2.4556339488402408 0.7721347729740253 210 167 55 1.8821178209607692 
55609 3.752402942907306 2.5909288755712607 0.8065914426022363 21 26 37 1.5081382031245025 
55604 3.21413716989715 2.028728383941951 0.7961199882299373 71 70 75 1.3892650645499 
55598 4.184535970899295 2.362092780922913 0.8027387952487188 27 34 44 1.6298268503432112 
55584 4.683869433085748 2.7168910684851784 0.08634524230095142 36 46 58 1.78281125060591 
55583 3.187981063328151 2.2478099134025165 0.8144796946511135 0 0 0 1.9240068608828067 
55577 3.136632989250543 2.545954179928507 0.7821647196230332 151 156 160 1.6226537244104347 
55575 3.295107736575443 2.4632429492139947 0.7900202501570363 0 0 0 0.5547074681191219 
55574 3.088903681631662 2.2360199152694413 0.821840355119578 214 227 246 2.2504095690410186 
55573 3.8316584953318347 2.6825843782288445 0.8021976543007179 86 100 113 1.5703315196349195 
55572 3.450560427138761 2.197693711086248 0.7785396080221637 26 33 41 1.3840568147972658 
55568 4.259530493803747 2.063350794217966 0.8229343305212421 0 0 0 0.6599161832501734 
55565 3.974019439526217 2.8563449701671177 0.06409266575948691 66 80 92 1.1966828601678259 
55562 3.650219235732301 2.6766477311159997 0.7847699174120436 184 178 154 0.7186726090127338 
55558 2.9248559015632973 2.763568507785258 0.7865855069782269 160 163 170 0.5964966742592605 
55557 3.4936305953290963 2.795739155897437 0.05446744367815248 86 99 116 0.6710916454816491 
55545 3.271861760334386 2.0982926887934155 0.8244486857327835 186 201 220 0.7789939275778867 
55543 3.6045410729997953 2.33333887022862 0.7957445641656158 69 97 82 0.767248415160419 
55542 3.5874864231719092 2.2922271748890166 0.7877662508175809 168 174 163 0.9964534813700355 
55540 2.997907546411538 2.760956947589203 0.8113358621729791 54 61 64 2.2789786822661675 
55537 3.6631086075341446 2.673176486247157 0.7815513956428572 116 112 96 0.2705155175712165 
55536 3.5559441608353715 2.5210865522314467 0.8413815804251688 72 81 121 0.3916745902514505 
55535 3.741729657522579 2.484233143044419 0.7838844237725758 175 170 149 1.1137568369354904 
55531 4.0354400178933805 2.3660660767825012 0.8005722239038476 129 124 130 1.8704853722435506 
55529 4.303822086287556 2.2510049268286134 0.7707226838132726 123 122 117 1.331356027724048 
55523 3.710920574465628 2.850780521222067 0.06613860159466256 129 142 151 1.0694085848128572 
55520 3.1558577298927544 2.5232872654745995 0.7292603866601246 0 0 0 0.5539161298968409 
55517 3.3206905023946836 2.5279598543364874 0.7705763111928527 206 221 232 1.6617043159161047 
55516 3.31826858571217 2.5364545762715105 0.7846137909768661 0 0 0 0.7495718121242859 
55515 3.2560497316470496 2.3767454715855596 0.8304564477457482 171 179 198 1.239177196214169 
55513 3.544748539496512 2.532532603712675 0.8438058128812868 70 83 127 1.5587101140334239 
55511 3.7060476674091474 2.5694396865057265 0.8078304327313197 106 118 130 0.9933685555869275 
55505 4.029974681015888 2.6630411912110996 0.7997810609053128 65 79 92 1.6670295592187219 
55504 3.950219996195035 2.451753573850469 0.78137034657285 116 108 97 0.8185800266792318 
55496 4.454703876891669 2.3751438024919413 0.7756593215968631 169 166 151 0.7668192431583174 
55492 4.493969892125466 2.346583404972667 0.7820406859050272 57 58 52 0.6708935020218801 
55490 4.210500919051706 1.7952049131118997 0.7924344272579027 226 236 244 1.235807705678435 
55487 2.951571314845937 2.427378433338923 0.8430781571774302 20 18 21 0.04967738589051681 
55482 3.224312464245403 2.4820218038757647 0.8077516652546931 104 104 94 1.1750037298653524 
55472 3.8494176478066855 2.324143017928625 0.7733227846908143 52 35 28 1.9524007431477723 
55471 3.315328098173027 1.722185805701788 0.8963020523056051 157 139 137 0.47751699884421767 
55465 2.9567171461889594 2.4261188306087527 0.8646941428381877 81 78 63 1.6448208190644529 
55463 3.276717138210256 2.5285386975951334 0.7887378372467418 31 44 88 1.7805956113918981 
55456 3.7413484152055005 2.640919024257118 0.8049679328824545 36 48 60 0.5613735205199732 
55451 3.748501976805371 2.2844353529248695 0.7774711118153768 146 136 126 0.5361116646293549 
55449 4.004341608405592 2.3999302931367392 0.7836844656098766 193 168 145 2.129520572234528 
55444 4.12099151717168 1.8696012062002019 0.7591546910581359 26 33 39 1.9232146862147728 
55441 3.0076655693920418 2.395467070179539 0.8062390836264595 138 137 133 0.4320838221790965 
55429 3.997102801971048 2.4041969435903283 0.785598524274314 193 167 142 0.4823624270724026 
55426 3.270107804784773 2.489716222213514 0.8018263605223462 68 85 115 2.211134388264911 
55425 3.1412003477191486 2.1546321143165814 0.8017066593515181 200 208 211 1.3274006929939768 
55423 3.246761314573867 1.7318436670113628 0.7267306979709387 118 110 91 1.2025038591366983 
55422 3.699262972488079 2.5149397397331854 0.8425547881481114 25 14 1 3.1167285813182266 
55418 3.6917117703333995 2.596795051663139 0.8049940650327607 97 102 113 1.3564641901056793 
55417 3.0388076960638224 2.414865371985943 0.7901924217532941 140 139 130 0.8451288411990135 
55414 2.96021957804507 2.5019945967311528 0.7776776852881393 240 194 96 1.0322654541227214 
55411 3.420415259632202 2.065660194524005 0.7762110261952508 22 24 19 0.9748179268953191 
55410 3.2825883000611094 1.715400418415281 0.8015884539845023 61 45 42 1.3240196024932112 
55409 3.566327258084253 2.3209933482296945 0.7895571650564234 56 84 78 1.4949779232199603 
55408 3.035034088664761 2.4203434379320017 0.7884106487907457 41 41 38 1.3103543844780157 
55407 3.037067704219334 2.7869099515969196 0.7707810831849551 36 44 46 0.686512054478416 
55406 3.3099985860402183 2.646354684475856 0.7718808113343248 223 229 241 1.6539123364130397 
55401 2.873738408445856 2.401595134169237 0.78664249606856 86 74 52 1.7546267635914485 
55398 3.1533669717147346 2.1711534967659243 0.8168580943923338 205 210 214 2.0789498080299116 
55395 3.5314898442329246 2.5238979962134835 0.8401926687901203 0 0 0 0.24086103485957605 
55393 2.9760779882708808 2.42780263132611 0.7914792570971269 229 231 226 1.5956558503082838 
55392 2.9925560528484274 2.4114884904780425 0.7947534429738483 121 117 105 1.8838284651069899 
55391 3.0977696569523157 2.462577782482047 0.8202159316201624 107 94 72 1.859767554504935 
55390 4.303134190458399 3.0033105651783667 0.11298151158848557 24 25 29 1.266699694263338 
55389 3.4683690208239395 2.039020891434821 0.7771527151211843 5 14 9 0.7667692785498433 
55388 2.849914514982332 2.579855626878866 0.776561818893964 165 120 27 1.0446603278926319 
55384 3.173093550649737 2.469422543765723 0.7869021269730194 117 105 92 2.4312173878431933 
55383 3.3006730753225733 2.6808309686304943 0.7767209280830832 226 239 248 1.1913061900706285 
55381 3.4074254882905253 2.185573882556601 0.8723410987723557 8 14 10 2.562168752367686 
55378 3.1990808984721313 2.521231703840397 0.7689733513198468 192 182 147 0.007451097680510393 
55375 3.257807992915137 2.1900409433566415 0.837105252116811 0 0 0 0.3572290296671457 
55369 2.937539248994402 2.75168169350587 0.7944921686869386 99 99 99 0.5815847491925169 
55368 3.036613009510368 2.4392824385252263 0.7967143109498922 15 12 10 0.25271252400539934 
55362 3.6700653149656763 2.570907346664669 0.8040730703161567 93 97 98 2.0467425731171587 
55357 3.0153197740084234 2.446395915534116 0.7736700823338368 212 191 188 0.9892991275607862 
55355 3.1236632801618405 2.5357137261733103 0.7876997577888014 44 39 36 1.3156059609299413 
55354 3.1490219290864 2.5554386716401924 0.7874876216512143 15 18 11 0.6007114719480399 
55352 3.223209878184116 2.647078361555601 0.7882079054477361 167 161 173 0.395151270262955 
55351 3.0531281641376253 2.348511116694992 0.8142082647707387 107 101 109 1.47182028321586 
55349 3.305654235522174 2.507985910089741 0.7940781387892417 30 56 88 0.9851262484448458 
55348 3.310044551014819 2.5049029163964547 0.7897581162133084 18 43 99 1.9295107112650989 
55345 3.235972044273348 2.3787449496803976 0.8291119132737956 180 184 185 0.7745611428228532 
55344 3.4471863884483325 2.1324417087240795 0.7682480072962944 26 33 26 0.6928821371092433 
55339 3.7048366627665477 2.3607249151241883 0.7859310432126517 88 82 54 1.0152478987351903 
55338 3.824692878239902 2.6864874414178854 0.7959026668972177 32 35 40 0.8557762985452623 
55330 2.951327344395472 2.4957490526349937 0.7752376333071134 239 193 97 1.007130852622895 
55323 3.2136031294031477 2.483745209461215 0.8204394924737692 140 144 145 0.45784227285525914 
55311 4.666386561748638 2.7820905794132385 0.34195139936296637 5 7 4 0.7546723967341594 
55305 3.7908080428290423 2.5984340221058915 0.8059768566179256 44 49 53 0.3507322185928668 
55300 3.3145122599737222 2.873953958817088 0.10423904497920611 31 39 42 1.584211186212533 
55295 3.1456994683102626 2.6978631117386076 0.781546282335613 227 227 223 0.9309583750948761 
55294 3.159697174154591 2.613090151039984 0.7765066678166531 48 48 36 0.2439847146896851 
55291 3.1539575675663047 2.5556304249815316 0.7740066171135652 87 79 66 1.2496785460869215 
55290 3.1395396181712605 2.530491265714152 0.7810504521432966 56 60 61 0.42276837392788935 
55287 3.3043460925744164 2.678561649900388 0.7777989148604038 233 233 218 0.08728573789165463 
55286 3.2595158296663485 2.4732518477861465 0.7763939326849812 78 78 64 1.0550536058907094 
55282 3.173510024760575 2.318374207439609 0.8521719976320588 185 190 193 1.5545164456286606 
55278 3.688591328797023 2.6389759981089282 0.8041119016552439 40 43 48 0.46129612025942196 
55277 3.577945220521264 2.504864232743281 0.8283480366462626 72 75 107 0.576214077119902 
55275 3.827489258634512 2.6158469404153335 0.8023815577159529 105 108 113 0.6065075362758712 
55273 3.374047843818753 3.041792555816852 0.10237894596499819 23 31 34 0.3223070749194264 
55271 3.328118655793071 2.932192289899671 0.10551127223671974 25 33 36 0.654360834226745 
55270 3.3904682413626377 3.0226368649464725 0.09591211627684415 69 77 80 0.7977918847407636 
55265 3.1288444255783716 2.5513630998349144 0.7744266603354582 89 89 69 0.5683694628696226 
55262 3.168912463560519 2.3090566192784254 0.8232896038866743 187 192 195 0.3562839503459425 
55257 3.5863999015467716 2.3505255434996517 0.7854854194545167 83 98 85 0.6806609845418574 
55254 3.8543933886719746 2.67249254104341 0.7972209286878288 56 59 64 0.6661932074716298 
55252 2.937147832901335 2.7536767563637383 0.8028586900652313 66 66 66 0.250591094516324 
55250 2.8129378892513452 2.403173722621295 0.7772510345439917 148 130 92 1.3279610855456465 
55247 3.5449664141257387 2.573849416887664 0.8480424654167152 130 128 56 1.1945626666923546 
55246 3.404230516854563 2.2031466293304645 0.8301329429605486 104 113 116 1.1427824531730366 
55243 3.6293734600251017 2.2577382071038157 0.7730489659722682 8 0 0 1.2868520465980866 
55240 3.2001442078997355 2.6532731147848034 0.787204725512519 226 229 238 0.27988477955274166 
55239 3.4759553295607395 2.4881594998577876 0.8409987853684245 172 162 62 0.9002090250502985 
55237 3.589467316352701 2.3418133937715835 0.7897386838025369 99 135 123 0.5328369337362385 
55236 4.716114791234232 0.9404232240879851 1.1823662598741977 154 150 141 0.3972189979059181 
55232 3.982999612971828 2.6701354773677903 0.7951674331538703 123 127 130 0.5152934319872886 
55216 4.677396568814135 2.8036709609021075 0.6788291431537518 1 5 0 2.180915420068526 
55215 4.078406103831061 2.022094881503238 0.7846737692857166 28 33 39 2.5785476305340054 
55214 4.317346525128923 2.179924922916097 0.9685236664779129 38 47 44 1.9073589380161802 
55213 4.672169204818484 1.93434802778842 1.2648847634127007 217 221 224 1.9706411384915077 
55210 4.374560593417924 2.032694195568706 0.8266952098573641 14 22 32 2.219486597358474 
55198 4.885189078125799 2.8293005369878284 0.9150236628631221 201 204 213 1.2782691470194387 
55193 4.716396272928162 0.7954224734635189 1.2628785118179733 192 181 159 1.6153214816901695 
55187 3.8121150252405944 2.0582352680626785 0.8172152443760068 0 0 0 1.3350298740976243 
55181 4.95555649422838 2.7914674625019904 0.933770532897976 120 131 137 0.7499546318063564 
55179 4.910606739170969 2.742127629648083 0.975246122636465 245 248 254 1.1039048532703009 
55174 4.691623829042741 2.7538391717123787 0.09409197989451457 26 33 41 0.364921210451357 
55172 3.7126148764178284 2.351806878083079 0.7950318834692341 197 181 147 1.8410466173424342 
55171 3.791580619936537 2.402868061739364 0.8734643633429912 109 88 67 0.6304923345772925 
55167 4.67985574707547 2.8432780126684296 0.6878920023181803 48 47 42 0.7857984270446693 
55165 4.677826569815101 2.782991867977008 0.8572488645751448 124 121 102 2.301179620647716 
55152 4.721658470300412 2.80548976773385 0.6044179244133777 86 88 82 1.5797375897257222 
55149 4.698056477133968 2.5207611794156217 0.842650350163863 138 134 105 1.536408330853476 
55145 4.710316650418969 2.4087217004060393 0.9865955443282335 170 172 171 0.6193954731289087 
55134 4.6691496682783065 2.8229480151962396 0.7978591423642057 122 122 114 0.9991332327934003 
55128 4.770371602428173 2.7041002553351454 0.9214443263920934 122 133 135 0.9498196296062038 
55127 3.9386436170676133 2.083691084451861 1.295218998351398 0 0 0 0.2645574893138401 
55123 3.6492268594545463 2.5158402191936284 0.7420302356101349 215 205 174 2.4538700367647666 
55122 3.742301738529896 2.648272224082622 0.8036032329399131 47 50 55 0.6193721188700587 
55114 4.045503298360258 2.3711247435079605 0.7989200104307502 185 168 152 1.1249166455600448 
55106 4.000811799140831 1.9864767828168235 0.8190363678412713 0 0 0 1.2330864945594764 
55094 3.6532768014668435 2.3651686102302794 0.7798235664099366 56 41 10 0.5344137369595978 
55092 3.786039793484466 2.337171688803955 0.7840960923876229 155 147 128 0.21745608680079442 
55077 4.139875335593664 2.0546832207471133 0.7885481830977153 177 182 185 0.2030261954816776 
55062 4.008240392481868 2.3968593093867403 0.7815164689940416 213 182 136 0.900005628732102 
55054 4.263030038612336 2.118753019635295 0.7905662771415946 3 8 11 1.406847003999791 
55051 4.881009519912274 2.743390936158298 0.9290087582935695 151 159 162 0.7381993893889903 
55047 4.751981568784716 1.608629914702659 1.175688068018521 163 160 155 1.84856805962507 
55038 4.199681292512551 1.8859935882368655 0.7796658986378905 61 67 67 0.8684963861894657 
55036 4.76949222381954 2.4199350646819657 0.924352208171533 88 97 96 0.829703854295287 
55035 3.5007691624038157 2.0482089534685324 0.8634073745992282 185 189 190 1.8848844707331058 
55034 3.8108187172888273 2.2016281229002486 0.7919485487755574 52 16 37 1.9427034544039234 
55032 3.6098870546132558 1.800471937651987 0.8937056831557177 131 135 136 1.5596027007138302 
55031 3.6017609461053284 1.8084591795164993 0.8980778789924561 131 135 136 1.5585714877182582 
55028 4.106248505731237 2.150272345168367 0.8129231364811776 14 24 36 0.16829403336055057 
55024 3.8001370279538023 2.0885026106635483 0.7738797054628749 125 121 112 0.05563409604267022 
55005 3.597044584495448 2.2547183146895824 0.7858806908477147 102 102 97 1.9716744044219408 
54998 2.715723664680518 2.275854826391753 0.7790141631061115 176 157 114 0.4185098227841731 
54988 3.62657897159459 2.5718939498211153 0.7582744001460144 207 200 182 1.2687706645980572 
54982 3.0179325815070337 2.4259889914358364 0.7899921375196047 104 113 113 0.38695279313485315 
54981 3.928034759022019 2.4549933627026497 0.8019149547923875 192 190 177 0.9257726020692161 
54974 3.8348404789932675 2.6615445061187857 0.8020147918621497 122 133 153 0.9689383816203767 
54973 4.685434149996581 2.803467974336698 0.6435290888556505 17 24 27 1.7223378684765156 
54965 2.789274922668698 2.1551422378376452 0.7800563389881077 161 149 137 0.15800637443997045 
54963 2.791399739479172 2.053037396354554 0.7846756749983381 85 67 55 1.6518417707072288 
54961 2.8946378400752795 2.1728008997377994 0.9006844661466812 207 220 237 0.6141997670855226 
54958 3.688103237903115 2.429216021119174 0.7982709386970694 166 163 148 1.803242811433093 
54954 4.688384426803144 2.851696740019415 0.696379448738877 116 124 126 1.8245957138675055 
54946 2.966253959608716 2.501212596094451 0.7777064540193438 204 169 86 1.1989007461425814 
54940 2.946408698335821 2.313561110446533 0.9041545246208972 215 226 244 0.7799222896326642 
54939 3.1440709296740605 2.2301837560652515 0.8169859859516782 166 179 198 0.9151725638172556 
54935 3.205824451419496 1.7433027026922157 0.780509999400819 199 192 177 1.5464822613655727 
54932 3.2865187557612563 1.7134948344449015 0.8047079625529144 96 71 76 0.9006441328244694 
54930 4.688592006712214 2.8581205111138726 0.662565465858705 23 30 36 0.6496933077604893 
54920 3.9412361305670895 3.1111328274664207 0.06725726149782041 63 76 84 1.1222924496208202 
54919 2.9474439287815404 2.4016462572284527 0.7775415014875231 153 129 114 1.2910767598920285 
54915 2.8434821056837283 2.180969209110455 0.9001412399946466 135 146 164 0.6351708869834332 
54907 3.7080964140202655 2.673217293820044 0.7972667489345191 152 166 177 0.5254921612376572 
54905 3.5088353065292224 2.4545129765136022 0.8430923661132848 94 95 70 1.3081020879279823 
54903 3.406170716249108 2.177389721259565 0.811472659078588 12 23 29 1.907250211500762 
54896 3.7021961581074994 2.2560226717622998 0.7962814674610518 153 146 129 0.4531577667983364 
54894 3.521955998667791 2.0347766947735737 0.8222622552252511 60 56 53 0.5233321628884523 
54892 3.850290217940187 2.4717323671827165 0.8426291703967539 194 190 178 1.2267273118904816 
54890 4.087288182309377 2.3902898135303037 0.7847757388300485 29 37 26 0.6641430483048119 
54889 3.7069237001374975 1.8803142493689669 0.8093266922999383 157 165 176 0.5492678086180797 
54887 3.649371694214891 1.5059663228308566 0.7726656710187985 149 146 134 1.3303049489704495 
54884 2.927450781097171 2.546920998635694 0.7802657471333153 160 155 122 0.1755016280517032 
54882 2.947869371174389 2.522432724301999 0.7765503332962036 194 161 68 0.7950393378854507 
54878 2.936295901308992 2.396454892278597 0.7832590006245596 153 80 83 1.295351518240297 
54875 2.9457175161553004 2.3960187322529563 0.7823969305882864 148 78 78 0.8625038795709822 
54874 2.999338656328979 2.463860108517968 0.7777747114682371 221 192 117 1.2543609355607923 
54870 2.8605455841584875 2.17539739563081 0.8978072280935219 125 136 154 0.3579572800275945 
54869 2.9796719906707114 2.351368030490836 0.9113496396090605 180 193 210 0.5514478229695821 
54868 3.2852008872716114 2.4718608122365002 0.7921564378223699 144 159 192 0.2562961818159341 
54867 2.91106450969302 2.1746248573697367 0.9044252151965104 106 119 138 0.27686091410803826 
54865 3.2159240244583374 2.3789949554004495 0.826756834111944 156 167 185 0.6921634139254783 
54858 3.5482800903089706 2.6525113876013484 0.8363058907457195 107 100 90 1.2222462234866598 
54854 3.2949529728841767 2.0370285862001216 0.7935229478782256 121 125 129 1.452689101420926 
54852 3.402361464211891 2.2149631731550405 0.8061275273606973 144 154 165 0.4389424714466461 
54850 4.472222093796671 2.8253736048142177 0.5419571689100239 25 32 38 2.129203745963153 
54849 3.5578515934807444 2.502346726855726 0.8438092098136606 126 146 171 0.5962579174730449 
54848 4.603970221343339 2.8191567558721893 0.4896374444669498 106 113 119 0.07092276684839403 
54847 3.813712950628248 2.678229233417722 0.8014400138883202 24 32 52 0.8259382736934638 
54843 4.7599874629922425 2.8516786331591564 0.5318501748017007 83 88 92 1.9591972351310358 
54838 4.099731882076911 2.617435825425634 0.8030281662030934 126 130 126 0.7031226816504687 
54836 3.9149812317223325 2.0699769660027436 0.7828998765911918 130 132 131 0.2314283317721987 
54834 3.6051543263651715 1.807346016034131 0.8296834397852394 165 177 193 1.9220797761040778 
54831 2.7047386995924536 2.389203536184631 0.7815662641351211 183 164 121 0.4305574298604018 
54830 2.8477348731995398 2.3953693130148017 0.8064528251975112 84 81 72 1.6460487072844907 
54825 3.1845455034630112 2.6546071579551094 0.779234660901294 185 189 216 1.093846455792167 
54822 2.8712453687331596 2.3554993578962757 0.9028753603096699 221 233 249 0.6631416486338634 
54816 3.21668178201322 2.4468483310935447 0.826252217357151 210 221 239 0.12238345688012195 
54810 3.4486919431985648 2.4549167024782093 0.8319887607492171 108 109 131 0.9395342287485974 
54805 4.751165003804147 2.804427901445525 0.3843852963588883 20 27 35 0.07841240415142102 
54801 3.4035181994050565 2.1969532459631367 0.8376079852661044 148 162 173 0.7406752597308224 
54800 3.593709497268672 2.313625314537134 0.7956636948748774 181 183 170 0.9796082140348515 
54799 3.5979548974340743 2.312883263425764 0.7932206413990307 181 183 170 0.34373455881923964 
54797 3.77978834436102 2.420033511250986 0.7719529708841746 166 159 140 0.8983771243269798 
54790 3.8465801961666135 2.074767682591453 0.7613978878674071 144 139 133 0.662561689136998 
54786 4.256740889206511 2.4277379340551404 0.8071535458043615 35 31 20 0.48262523084850006 
54783 4.14503458576308 2.082028566983456 0.8019440565363043 3 12 24 0.6142736703756274 
54776 3.292580473821776 2.479705863322777 0.790942934345352 182 202 229 0.694340665045551 
54774 3.1171719990758566 2.217049142441372 0.8200874898426906 159 172 191 0.16862781193113108 
54773 3.151952959659481 2.264692627993079 0.8231147728580626 154 167 184 0.188539705990116 
54768 3.2887038855962376 2.027660707378809 0.8097990971997722 3 7 10 1.2528581416742128 
54766 3.5929440715287044 2.258987561115129 0.774529344000835 138 135 119 0.9414241746199434 
54757 3.792853764366509 2.173852203487378 0.8015986762642369 130 109 118 0.544346292139976 
54756 3.805457536714131 2.409525989302339 0.8592379150725601 117 117 115 1.6611701153535028 
54753 4.172173767621623 2.4070848590840064 0.7954886155253625 5 2 1 1.3736439542237544 
54751 2.714614662475377 2.2076035751984997 0.7787631423945127 182 182 192 1.6806391269816556 
